artist_name,track_name
Jeremih,Love Don't Change
Dwayne Johnson,You're Welcome
Travis Scott,first take
Raspberries,Go All The Way
Lifehouse,All In
Alan Jackson,Livin' On Love
Jake Owen,If He Ain't Gonna Love You
Kip Moore,Young Love
Timeflies,Something Wrong
Miranda Cosgrove,Kissin U
Duke Dumont,Ocean Drive
Sage The Gemini,Gas Pedal - Remix
Majid Jordan,A Place Like This
Zella Day,Hypnotic - Vanic Remix
Martina McBride,Independence Day
George Ezra,Barcelona
Eminem,The Way I Am
blink-182,Anthem Part Two
Hole,Celebrity Skin
Mike Stud,Frio
Yeah Yeah Yeahs,Maps
Nelly,"Nasty Girl - Explicit ""New Edit"""
Lit,Miserable
A$AP Mob,Blowin' Minds (Skateboard)
Lil Yachty,Shoot Out The Roof
Flo Rida,How I Feel
Chief Keef,Semi on Em
O-Zone,Dragostea Din Tei - Original Italian Version
Justin Bieber,Confident
Snoop Dogg,Who Am I (What's My Name)?
Rihanna,Nobody's Business
Wale,The Need To Know (feat. SZA)
Alan Jackson,Small Town Southern Man
Kita Alexander,Plain Sight
Arctic Monkeys,Snap Out Of It
Childish Gambino,Stand Tall
Karmin,Hello
Kylie Minogue,Can't Get You Out Of My Head
Lil Uzi Vert,Paradise
"Tyler, The Creator",SMUCKERS
OneRepublic,Come Home
Future,Same Damn Time
Kaleo,No Good
NAV,Held Me Down
MKTO,Thank You
Taylor Gang,Brand New
Tyler Farr,Better in Boots
Sam Smith,Nirvana
Martin Garrix,Forbidden Voices - Original Mix
Ace Hood,I Know How It Feel
Finger Eleven,One Thing
A Boogie Wit da Hoodie,Still Think About You
Britney Spears,Slumber Party feat. Tinashe
The Smashing Pumpkins,Disarm
Coldplay,Up&Up
Bill Haley & His Comets,Rock Around The Clock
Rob Thomas,Her Diamonds
Rammstein,Du hast
AWOLNATION,Sail - Unlimited Gravity Remix
3OH!3,Double Vision
Brett Eldredge,Castaway
David Guetta,This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016
Cartoon,On & On
Ludacris,Representin
Frank Ocean,Self Control
Pusha T,Circles
Bear Hands,Giants
Gloriana,Trouble
Nena,99 Red Balloons
The Head and the Heart,Winter Song
Coldplay,Atlas - From “The Hunger Games: Catching Fire”/Soundtrack
Mac Miller,Red Dot Music
LÉON,Think About You
Chris Lane,Let Me Love You
Stephen Swartz,Bullet Train (feat. Joni Fatora)
Steve Aoki,I Love It When You Cry (Moxoki) - Radio Edit
Matchbox Twenty,Real World
Trillville,Some Cut (feat. Cutty) - feat. Cutty Explicit Version
Nat King Cole,L-O-V-E - 2000 Digital Remaster
J. Cole,Folgers Crystals
Lady Gaga,Starstruck
B.o.B,HeadBand (feat. 2 Chainz) - Coucheron Remix
Milo Greene,1957
Wiz Khalifa,Cameras
Days Of The New,"Touch, Peel And Stand"
Brooks & Dunn,Hillbilly Deluxe
Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter
Sage The Gemini,Mack Down
Hermitude,The Buzz (feat. Mataya & Young Tapz)
Mandy Moore,Candy
Phil Collins,Another Day In Paradise - 2016 Remastered
John Waite,Missing You
Charly Black,Gyal You A Party Animal
Cypress Hill,Insane in the Brain
DeJ Loaf,Try Me
Drake,Over My Dead Body
The 1975,Fallingforyou
Taylor Swift,Better Than Revenge
Slightly Stoopid,Collie Man
Marina and the Diamonds,Teen Idle
French Montana,Off The Rip
The Weeknd,The Zone
Old Dominion,Shut Me Up
Hendersin,All I Got
DJ Khaled,Fuck Up the Club
Shinedown,Simple Man - Acoustic
Metallica,Fade To Black - Remastered
MGMT,Weekend Wars
Evan And Jaron,Crazy for This Girl
Jack & Jack,Wild Life
Alice Cooper,Poison
Swedish House Mafia,Miami 2 Ibiza - (Swedish House Mafia vs. Tinie Tempah)
The Academy Is...,About A Girl
Gwen Stefani,Make Me Like You
Walk Off the Earth,Red Hands
Colt Ford,4 Lane Gone
Motörhead,Ace of Spades
Gavin DeGraw,Sweeter
R. Kelly,Same Girl
Tori Kelly,Hollow
The Wanted,We Own The Night
Jon Bellion,Hand Of God - Outro
Eli Young Band,Turn It On
Aaron Lewis,Country Boy (feat. George Jones & Charlie Daniels)
Norah Jones,Sunrise
A R I Z O N A,Electric Touch
CHIC,Good Times
Rocko,"U.O.E.N.O. (feat. Rick Ross, Future)"
A$AP Mob,Perry Aye
Lil Yachty,Fucked Over
OneRepublic,Something I Need
Jimmy Eat World,Sweetness
Pusha T,New God Flow
Jack Johnson,Do You Remember
Jimi Hendrix,Little Wing
Outasight,Tonight Is The Night
Highly Suspect,My Name Is Human
Old Dominion,Beer Can in a Truck Bed
Dave Matthews Band,You & Me
Miley Cyrus,#GETITRIGHT
High School Musical Cast,Get'Cha Head In The Game
Mumford & Sons,Ditmas
SZA,Broken Clocks
Toto,Rosanna
Elton John,I Guess That's Why They Call It The Blues
SG Lewis,No Less
V V Brown,Shark In The Water
Jackson Browne,Running On Empty
Fetty Wap,Time (feat. Monty)
DMX,Party Up (Up In Here)
Five Finger Death Punch,Wash it All Away
Future,Flip
Chingy,Pullin' Me Back
Mac Demarco,Chamber Of Reflection
Rae Sremmurd,Lit Like Bic
"""Weird Al"" Yankovic","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)"
Godsmack,Voodoo
Faith Hill,Mississippi Girl - Remastered
Katy Tiz,Whistle (While You Work It)
Hannah Montana,I'll Always Remember You
G-Eazy,Mad (feat. Devon Baldwin)
Mumford & Sons,Lover Of The Light
Britney Spears,Criminal
Chevelle,Send the Pain Below
21 Savage,Mad High
Eric Clapton,Lay Down Sally
Coasts,Oceans
Kat Dahlia,Gangsta
Rage Against The Machine,Testify
2 Chainz,Yuck!
SAINt JHN,Reflex
The Cure,Lovesong
Tim McGraw,Back When
Gucci Mane,5 Million Intro
Snootie Wild,Made Me
Prince,1999
George Strait,"Easy Come, Easy Go"
Player,Baby Come Back
Lana Del Rey,Diet Mountain Dew
New Boyz,You're a Jerk - Explicit Album Version
Wiz Khalifa,Something New (feat. Ty Dolla $ign)
NF,Got You On My Mind
Hayley Kiyoko,Girls Like Girls
Joel Crouse,If You Want Some
The 1975,The City
Foals,My Number
Blu Cantrell,Hit 'Em Up Style (Oops!) - Remix Radio Mix
Ratt,Round and Round
Disturbed,Inside The Fire
The Bangles,Eternal Flame
The Charlie Daniels Band,Long Haired Country Boy
Problem,Like Whaaat (feat. Bad Lucc)
The 1975,Sex
Priceless Da Roc,Yiken (Certified)
Logic,Driving Ms Daisy
Rodney Atkins,It’s America
Pierce The Veil,Bulletproof Love
Taylor Swift,Sparks Fly
Bow Wow,Fresh Az I'm Iz
2 Chainz,Feds Watching
Rednex,Cotton Eye Joe
Cole Swindell,Hey Y'all
Hanson,MMMBop
Ohboyprince,Astronaut (feat. Jspec)
Duffy,Mercy
Cyndi Lauper,True Colors
Limp Bizkit,Take A Look Around
Blue October,Into The Ocean
Fetty Wap,Boomin
Eagles,Heartache Tonight
Staind,Right Here
Fifth Harmony,Like Mariah
Kesha,C'Mon
Ugly God,Stop Smoking Black & Milds
NF,Grindin'
Saliva,Ladies And Gentlemen
Kelly Rowland,Kisses Down Low
MC Hammer,2 Legit 2 Quit - feat. Saja
Gin Blossoms,Hey Jealousy
John Legend,Ordinary People
Led Zeppelin,The Song Remains The Same
Isaiah Rashad,Free Lunch
Demi Lovato,Tell Me You Love Me
Quinn XCII,FFYL
Shawn Mendes,Show You
Katy Perry,The One That Got Away - Acoustic
DJ Luke Nasty,OTW
John Denver,Annie's Song
Death Cab for Cutie,Soul Meets Body
Elvis Presley,Hound Dog
Tori Kelly,Unbreakable Smile
Martin Solveig,Places
Neil Young,"My My, Hey Hey (Out of the Blue)"
One Direction,They Don't Know About Us
Missy Elliott,Gossip Folks (feat. Ludacris)
Troye Sivan,Happy Little Pill
Metallica,Master Of Puppets
The 1975,A Change Of Heart
Rock Mafia,The Big Bang
J. Cole,Miss America
Nina Simone,Feeling Good - Bassnectar Remix
Bruno Mars,That's What I Like (feat. Gucci Mane) - Remix
Skepta,Shutdown
Taylor Swift,Ours
Jake Bugg,Simple As This
Bon Iver,Re:Stacks
The Chainsmokers,Don't Say
Timbaland,Give It To Me
Shakira,Dare (La La La)
Lil Jon,The Anthem
Tinashe,All Hands on Deck
Fall Out Boy,Irresistible
Tyga,Pleazer
Vampire Weekend,Cape Cod Kwassa Kwassa
Maroon 5,Sad
Lil Jon,Culo
The Weeknd,House Of Balloons / Glass Table Girls
Barenaked Ladies,The Old Apartment
Journey,Who's Crying Now
Alina Baraz,Make You Feel
Hurricane Chris,Halle Berry (She's Fine)
Mariah Carey,Dreamlover
The Treblemakers,Trebles Finals: Bright Lights Bigger City/Magic
Samuel E. Wright,"Under the Sea - From ""The Little Mermaid""/ Soundtrack Version"
Krewella,Enjoy the Ride
Avenged Sevenfold,So Far Away
Meek Mill,1942 Flows
Zac Brown Band,One Day
Johnny Nash,I Can See Clearly Now - Edit
Iration,Summer Nights
Alan Jackson,Good Time
Frank Sinatra,"Theme From New York, New York"
Kanye West,Big Brother
Green Day,Still Breathing
Limp Bizkit,Behind Blue Eyes
Dimitri Vegas & Like Mike,Complicated (feat. Kiiara)
Chevelle,The Red
A$AP Ferg,Strive
Nazareth,Hair Of The Dog
Eddie Money,Two Tickets to Paradise
Five Finger Death Punch,House Of The Rising Sun
Randy Newman,"You've Got A Friend In Me - From ""Toy Story""/ Soundtrack"
OutKast,ATLiens
Rae Sremmurd,No Flex Zone - Remix
Two Door Cinema Club,Sleep Alone
Red Hot Chili Peppers,Wet Sand
Milky Chance,Fairytale
Chiddy Bang,Talking to Myself
Kendrick Lamar,untitled 06 | 06.30.2014.
David Bowie,Let's Dance (Single Version) [2002 Remastered Version] - Single Version; 2002 Digital Remaster
Mel McDaniel,Louisiana Saturday Night
2 Chainz,Good Drank 2.0
Madcon,Beggin'
K CAMP,Marilyn Monroe
Plies,Hypnotized
Kevin Gates,One Thing
Sofia Karlberg,Crazy in Love
Bridgit Mendler,Ready or Not
Spandau Ballet,True
Jefferson Starship,Jane
Taylor Swift,Welcome To New York
The Rembrandts,I'll Be There For You
Carrie Underwood,Undo It
Madeon,You're On
2Pac,Life Goes On - Album Version (Edited)
Young Thug,Quarterback
Lana Del Rey,Lucky Ones
Marvin Gaye,I Heard It Through The Grapevine
Foo Fighters,Times Like These
Wiz Khalifa,Up In It
The Bangles,Walk Like an Egyptian
Run The Jewels,Close Your Eyes (And Count to Fuck)
Tiësto,Let’s Go
deadmau5,I Remember
The Ataris,The Boys of Summer
Gucci Mane,Both Eyes Closed (feat. 2 Chainz and Young Dolph)
Drake,Unforgettable
JAY Z,Moment Of Clarity
Jeremih,I Think Of You
PARTYNEXTDOOR,Over Here - feat. Drake
Tim McGraw,Mexicoma
The Doors,L.A. Woman
Meek Mill,Young & Gettin' It - feat. Kirko Bangz
Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)
Joe Nichols,Sunny and 75
Auli'i Cravalho,How Far I'll Go
Kanye West,We Don't Care
Rita Ora,Poison
Twenty One Pilots,Ode To Sleep
Big Sean,I Do It
Justin Bieber,We Are
Astrid S,Such A Boy
Fat Joe,Get It Poppin' - feat. Nelly - Exp. Version Serban Main 4/20/05
Weezer,(If You're Wondering If I Want You To) I Want You To
Rich Homie Quan,Imma Ride
Silversun Pickups,Lazy Eye
Grateful Dead,Sugar Magnolia
Timeflies,Swoon
Mos Def,Ms. Fat Booty
Van Morrison,Crazy Love
Trisha Yearwood,She's In Love With The Boy - Single Version
J. Cole,Hello
Iron Maiden,The Trooper - 1998 Remastered Version
Tracy Byrd,Watermelon Crawl
John Travolta,Summer Nights - From “Grease” Soundtrack
Billy Squier,Everybody Wants You - 1995 Digital Remaster
Van Morrison,Sweet Thing
Declan McKenna,Brazil
Billy Joel,The Longest Time
Galantis,You
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher
Fall Out Boy,Rat A Tat
Tame Impala,Feels Like We Only Go Backwards
Chase Rice,Do It Like This
E-40,My Sh*t Bang
Justin Bieber,Be Alright
Irene Cara,What A Feeling
J. Cole,False Prophets
Sublime With Rome,Take It Or Leave It
Louis The Child,Slow Down Love
Yolanda Be Cool,We No Speak Americano - Original Version
Madonna,Bitch I'm Madonna
Alicia Keys,Try Sleeping With a Broken Heart
Theory of a Deadman,Hate My Life
Filter,Take a Picture
The Temptations,Just My Imagination (Running Away With Me)
Diddy,"It's All About The Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix"
blink-182,Stay Together For The Kids
Russ,Got This
Dido,Thank You
The Shins,Simple Song
Kodak Black,Slayed
A$AP Ferg,Hungry Ham
Travis Scott,sdp interlude
George Strait,"Love Without End, Amen"
Halsey,Hurricane
Jon Bellion,80's Films
Pleasure P,Did You Wrong - Explicit Album Version
Neil Young,Harvest Moon
Lloyd,Get It Shawty - Main
MisterWives,Same Drugs
Majid Jordan,Her
Rihanna,Love The Way You Lie (Part II)
Disturbed,Stricken
Karmin,Acapella
The Black Keys,Everlasting Light
Russ,Goodbye
Dirty Heads,Spread Too Thin
Lana Del Rey,National Anthem
Usher,Burn - Radio Mix
OMI,Hula Hoop
A Great Big World,Hold Each Other
6LACK,First Fuck
Justin Bieber,Maria
James Bay,Scars
The Sugarhill Gang,Apache (45 Version)
Lights,Up We Go
Flyleaf,I'm So Sick
Selena Gomez,Slow Down
A$AP Mob,Please Shut Up
When In Rome,The Promise
Betty Who,Human Touch
The La's,There She Goes
Pvris,You and I
Queen,Bicycle Race - Remastered 2011
K-Ci & JoJo,All My Life
Natalie La Rose,Around The World
21 Savage,Bad Guy
Taylor Swift,Mean
"Tyler, The Creator",Tamale
A Day To Remember,The Downfall of Us All
Ashanti,Unfoolish
Trey Songz,Neighbors Know My Name
Sean Paul,Like Glue
Maddie & Tae,Shut Up And Fish
Zac Brown Band,Island Song
Simple Plan,Welcome To My Life
Madonna,Vogue
Rascal Flatts,Mayberry
John Mayer,Bigger Than My Body
Demi Lovato,La La Land
Josh Thompson,Cold Beer With Your Name On It
Usher,She Came II Give It II U
Deorro,Bailar
Thomas Rhett,American Spirit
Lustra,Scotty Doesn't Know
Creedence Clearwater Revival,Green River
Bowling For Soup,High School Never Ends - Main Version - Explicit
Ty Dolla $ign,Stand For
Slightly Stoopid,Officer
Eminem,Asshole
Jessie James Decker,Lights Down Low
Miley Cyrus,Younger Now
Kevin Gates,Wassup With It
Keith Urban,Without You
Eminem,Bad Guy
Marc Anthony,Vivir Mi Vida
Wale,90210
John Legend,Save Room
Joywave,Tongues
Keith Urban,For You
Joey Montana,Picky
Mura Masa,All Around The World (feat. Desiigner)
HONNE,Good Together
Atmosphere,Sunshine
Kendrick Lamar,untitled 08 | 09.06.2014.
Vampire Weekend,White Sky
Sara Evans,A Little Bit Stronger
Cam,Mayday
The Civil Wars,Barton Hollow
Three Days Grace,Time of Dying
J Balvin,Safari
Papa Roach,Gravity
Alan Jackson,Don't Rock the Jukebox
Fall Out Boy,"Immortals - From ""Big Hero 6”"
Josh Abbott Band,She's Like Texas
The Swon Brothers,Later On
Major Lazer,Get Free (feat. Amber Coffman)
Sugarcult,Memory
Lady Gaga,The Edge Of Glory
Deniece Williams,Let's Hear It for the Boy
Big Sean,Fire
Eric Church,I'm Gettin' Stoned
The Emotions,Best of My Love
Miguel,Simple Things
Shawn Mendes,There's Nothing Holdin' Me Back - NOTD Remix
Tyga,Gucci Snakes
Christina Aguilera,Your Body
Alex Aiono,One Dance/Hasta El Amanecer - Mashup
Jax Jones,Instruction
RL Grime,Kingpin (feat. Big Sean)
Lynyrd Skynyrd,What's Your Name
Young Rising Sons,High
Imagine Dragons,Not Today
Pitbull,Greenlight
Bleachers,Don't Take The Money
Men Without Hats,The Safety Dance (Video Version) - Bonus Track
T.I.,Ball (feat. Lil Wayne)
Travie McCoy,Rough Water (feat. Jason Mraz)
Flume,Left Alone
Slightly Stoopid,Wiseman
Banks,Gemini Feed
Paramore,Brick By Boring Brick
One Direction,Where Do Broken Hearts Go
Hunter Hayes,Wild Card
The Notorious B.I.G.,Dead Wrong (feat. Eminem)
Miranda Lambert,More Like Her
Rascal Flatts,Take Me There
G-Eazy,What If
Aerosmith,Come Together
John Mayer,In Your Atmosphere - Live at the Nokia Theatre
NIHILS,Help Our Souls (Urban Contact Radio Edit)
Kodaline,The One
Eve,Gangsta Lovin'
Kaiydo,Fruit Punch
Calvin Harris,Faking It
Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack"
Zac Brown Band,Your Majesty
Hermitude,HyperParadise - Flume Remix
Otis Redding,Stand By Me
Eamon,Fuck It (I Don't Want You Back)
System Of A Down,Aerials
Gucci Mane,Trap House 3 (feat. Rick Ross)
Alan Walker,Sing Me to Sleep
Robin Schulz,Heatwave (feat. Akon)
The-Dream,Falsetto
Rihanna,Kiss It Better - R3hab Remix
A$AP Rocky,Jukebox Joints
Wiz Khalifa,It's Nothin - feat. 2 Chainz
Genesis,Land Of Confusion - 2007 Digital Remaster
Usher,Bad Girl
Chris Brown,She Goin' Up
MisterWives,Vagabond
Harry Styles,Carolina
Bee Gees,More Than A Woman
Alanis Morissette,You Oughta Know - 2015 Remastered
Tim McGraw,Southern Voice
Luke Bryan,Little Bit Later On
Steve Moakler,Love Drunk
Styx,Too Much Time On My Hands
John Mayer,Paper Doll
James TW,When You Love Someone
Supergrass,Alright
One Direction,Heart Attack
Thomas Dolby,She Blinded Me With Science
Ansel Elgort,Home Alone
Run The Jewels,"Blockbuster Night, Pt. 1"
Russ,One More Shot
Charles Kelley,The Driver
E-40,Tell Me When To Go (feat. Keak Da Sneak)
Skeme,Red Coupe (feat. London Jae)
Chris Cagle,What Kinda Gone
No Doubt,Spiderwebs
JTX,Love in America (Radio Edit)
James Bay,Move Together
Billy Idol,Mony Mony
Panic! At The Disco,Vegas Lights
Florida Georgia Line,Lifer
Kanye West,Get Em High
Maroon 5,Wake Up Call
DJ Jazzy Jeff & The Fresh Prince,Summertime
Trace Adkins,Every Light In The House
P!nk,Just Like A Pill - Main
Rihanna,Woo
R.E.M.,The One I Love
Coconut Records,West Coast
Jamie Foxx,Winner
Ol' Dirty Bastard,Shimmy Shimmy Ya
Fugees,Fu-Gee-La
All Time Low,Remembering Sunday
Mungo Jerry,In the Summertime
TK N Cash,3 Times In A Row
Logic,Never Enough
Bob Dylan,Shelter from the Storm
Coldplay,Midnight
Luke Combs,One Number Away
alt-J,Taro
The Postal Service,The District Sleeps Alone Tonight
Flatbush Zombies,This Is It
A$AP Rocky,Hell
Steve Azar,I Don't Have To Be Me ('Til Monday) - Single Version
Wiz Khalifa,Most Of Us
Life of Dillon,Sex for Breakfast
Iamsu!,I Love My Squad
Maggie Rogers,On + Off
Hopsin,Ill Mind of Hopsin 8
Otto Knows,Next To Me
Grouplove,Colours
Ty Dolla $ign,"Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles"
J. Cole,Cole World
Mindless Behavior,My Girl
The White Stripes,Icky Thump
Stromae,Papaoutai
Skizzy Mars,Crash (feat. Pell)
Gavin DeGraw,Soldier
Lorde,Supercut
Meek Mill,Issues
Drake White,Makin’ Me Look Good Again
G-Eazy,Some Kind Of Drug - Earwulf Remix
Drake,Buried Alive Interlude
Pham,Movements
T.I.,Why You Wanna
Usher,Hey Daddy (Daddy's Home)
Colbie Caillat,Fallin' For You
Daughtry,It's Not Over
ODESZA,My Friends Never Die
Ed Sheeran,Nina
Tory Lanez,Shooters
Avicii,For A Better Day
The Weeknd,Live For
Robin Thicke,Lost Without U
Chris Young,Neon
OneRepublic,What You Wanted
Ummet Ozcan,The Hum - Dimitri Vegas & Like Mike Vs. Ummet Ozcan / Radio Edit
Majid Jordan,One I Want (feat. PARTYNEXTDOOR)
Kanye West,I Wonder
Tim McGraw,Everywhere
Hunter Hayes,Where It All Begins (feat. Lady Antebellum)
Lana Del Rey,Dark Paradise
A$AP Mob,London Town
Manfred Mann,Do Wah Diddy Diddy
Baby Bash,"Baby, I'm Back"
ZZ Top,Legs (2008 Remastered Album Edit Version)
BØRNS,The Emotion
Hearts & Colors,Lighthouse - Andrelli Remix
Chief Keef,Bouncin
Olivia Holt,History
Tom Petty,You Wreck Me
City and Colour,Comin' Home
Lana Del Rey,Carmen
Mac Miller,Life Ain't Easy
EDEN,sex
Salt-N-Pepa,None Of Your Business
OneRepublic,Marchin On
Canaan Smith,Hole In A Bottle
Daughtry,Waiting for Superman
Survivor,Burning Heart
Mac Miller,Objects in the Mirror
PnB Rock,Playa No More
Sean Paul,I'm Still In Love With You (feat. Sasha)
Jackson Browne,Doctor My Eyes
John Mayer,Perfectly Lonely
Wiz Khalifa,KK (feat. Project Pat & Juicy J)
Fleetwood Mac,Little Lies - Remastered
Tyga,Still Got It
Dirty Heads,Sound of Change
Jimi Hendrix,The Wind Cries Mary
Sister Sledge,We Are Family
Cake,Love You Madly
Lady Gaga,Perfect Illusion
JAY Z,Excuse Me Miss
Montana of 300,Wifin' You
Mandy Moore,Only Hope
Dusty Springfield,Son Of A Preacher Man - Mono Version
Bobby Shmurda,Bobby Bitch
Ugly God,No Lies (feat. Wiz Khalifa)
Trey Songz,2 Reasons (feat. T.I.)
Jess Glynne,Take Me Home
Cute Is What We Aim For,The Curse Of Curves
Faith Hill,The Way You Love Me
Styx,Mr. Roboto
TLC,Waterfalls - Single Edit
Eric Church,These Boots
blackbear,Wanderlust
Kelly Rowland,ICE
Fifth Harmony,Write On Me
Tove Lo,Habits (Stay High) - The Chainsmokers Extended Mix
Jim Croce,"Bad, Bad Leroy Brown"
6LACK,That Far
Zella Day,1965
Extreme,More Than Words
Eli Young Band,Always The Love Songs
Juicy J,Flood Watch
Young Thug,F Cancer (Boosie) [feat. Quavo]
Hozier,From Eden
LCD Soundsystem,All My Friends
Meek Mill,Wins & Losses
Mumford & Sons,The Wolf
Miami Sound Machine,Conga
George Michael,Freedom! '90 - Remastered
The-Dream,I Luv Your Girl
Mumford & Sons,Whispers In The Dark
COIN,Talk Too Much
R3HAB,Trouble
Ja Rule,Between Me & You
Smokey Robinson & The Miracles,The Tracks Of My Tears
Jasmine Thompson,Let Her Go
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season)
Nina Simone,Feeling Good
2 LIVE CREW,We Want Some P--sy
Beyoncé,Freakum Dress
Etta James,At Last - Single Version
Ben Howard,Keep Your Head Up
Owl City,Verge
Skizzy Mars,Be Lazy
"Tyler, The Creator",Glitter
Lostboycrow,Stay A Little Longer
SahBabii,Pull Up Wit Ah Stick (feat. Loso Loaded)
Timeflies,Raincoat
CHIC,Le Freak
Jamie Foxx,Party Ain't A Party
Future,Zoom
Lil Wayne,Mr. Carter
Mike Stud,Brightside
Foo Fighters,Everlong - Acoustic Version
Bobby V.,"Slow Down - 12"" Version"
Victorious Cast,Take A Hint
Hannah Montana,"I Got Nerve - From ""Hannah Montana""/Soundtrack Version"
The Verve Pipe,The Freshmen
Vallis Alps,Young
Toby Keith,I'm Just Talkin' About Tonight
The Killers,Jenny Was A Friend Of Mine
Aretha Franklin,Think
James Newton Howard,The Hanging Tree
Charli XCX,Boys
U2,Pride (In The Name Of Love) - Remastered 2009
Miranda Lambert,We Should Be Friends
Hannah Montana,If We Were A Movie
Lil Wayne,Grindin'
Meek Mill,Ball Player (feat. Quavo)
The Score,Unstoppable
Old Dominion,Shoe Shopping
G-Eazy,Think About You
Bryan Adams,(Everything I Do) I Do It For You
Troye Sivan,DKLA
Fatboy Slim,The Rockafeller Skank
Marshmello,Ritual (feat. Wrabel)
Flo Rida,Hello Friday (feat. Jason Derulo)
South Park Mexican,I Must Be High
Sammy Hagar,I Can't Drive 55
MisterWives,Riptide
Skid Row,Youth Gone Wild
Nicki Minaj,Bed Of Lies
Kelly Clarkson,Miss Independent
Tracy Lawrence,Time Marches On
Faith Hill,Breathe - Remastered
Jennifer Lopez,Ain't Your Mama
Aaliyah,At Your Best (You Are Love)
Skepta,Ladies Hit Squad
Bruce Springsteen,I'm On Fire
One Direction,Wolves
Panama,Always
Kodak Black,Hollyhood
SZA,Doves In The Wind
JAY Z,Oceans
Ja Rule,Wonderful
Ben Folds,You Don't Know Me (featuring Regina Spektor) - Explicit Album Version
Lindsay Lohan,Ultimate
DJ Snake,Let Me Love You - Marshmello Remix
A$AP Rocky,Pharsyde
Luke Bryan,Every Time I See You
Tina Turner,Proud Mary
Jewel,You Were Meant For Me
Juicy J,Low
The Romantics,Talking in Your Sleep
Pusher,Clear - Original Version
Omar LinX,Keep It Mello (feat. Omar LinX)
One Direction,I Would
Childish Gambino,II. earth: the oldest computer (the last night)
2Pac,Hail Mary - Album Version (Edited)
New Order,Blue Monday - 2015 Remastered Version
Wu-Tang Clan,Protect Ya Neck
John Denver,"Take Me Home, Country Roads - Original Version (Remastered)"
Ciara,Promise
NAV,Call Me
Miley Cyrus,I Miss You
Florida Georgia Line,Like You Ain’t Even Gone
Birdy,Tee Shirt
Lorde,Million Dollar Bills
Pearl Jam,Yellow Ledbetter
Fitz and The Tantrums,Fools Gold
Ab-Soul,Illuminate (feat. Kendrick Lamar)
The Beach Boys,I Get Around (Mono)
Generationals,Put a Light On
Logic,Now
Fabolous,You Be Killin Em
The Allman Brothers Band,Whipping Post
Little Mix,Touch
Christina Aguilera,Fighter
American Authors,Believer
DJ Khaled,I Wish You Would
Fall Out Boy,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)
Riff Raff,DOLCE & GABBANA
Old Dominion,Wrong Turns
Rascal Flatts,Changed
Future,Freak Hoe
Beyoncé,Rocket
Two Door Cinema Club,Next Year
The Roots,The Seed (2.0)
James Brown & The Famous Flames,I Got You (I Feel Good)
Zac Brown Band,Mango Tree
Childish Gambino,You See Me
Pretty Ricky,On The Hotline
Bruno Mars,Straight Up & Down
Chris Brown,Little Bit
French Montana,Ocho Cinco
Two Door Cinema Club,Sun
Five For Fighting,The Riddle
Shania Twain,Up! - Red Version
BØRNS,American Money
Kelly Clarkson,Dark Side
French Montana,All for You
Arctic Monkeys,505
Foster The People,I Would Do Anything for You
Ingrid Michaelson,Be Ok
Whitney Houston,How Will I Know
Trinidad James,Just A Lil' Thick (She Juicy)
Duck Sauce,Barbra Streisand
All Time Low,Something's Gotta Give
Sean Paul,Give It Up To Me
Led Zeppelin,Dazed And Confused
The Strokes,Machu Picchu
Montgomery Gentry,What Do Ya Think About That
STRFKR,While I'm Alive
Canaan Smith,Like You That Way
SZA,Drew Barrymore
Sublime,Smoke Two Joints
Mystikal,Danger (Been So Long) featuring Nivea
Lil Yachty,Up Next 2
Marshmello,Summer
Lil Mama,Shawty Get Loose
Frank Ocean,Close To You
Thompson Square,Glass
The Smashing Pumpkins,Zero
Craig Campbell,Outskirts of Heaven
Deee-Lite,Groove Is In The Heart
Gabrielle Aplin,Please Don't Say You Love Me
Foreigner,Feels Like The First Time
Luke Bryan,Way Way Back
Jeezy,Me OK
Willamette Stone,Heart Like Yours
Twenty One Pilots,Implicit Demand For Proof
Sean Kingston,Beat It
BANNERS,Start A Riot
Sleeping With Sirens,If You Can't Hang
Saving Abel,Addicted
Ying Yang Twins,Say I Yi Yi
Kevin Gates,Not The Only One
The Kinks,Sunny Afternoon - Mono Mix
Troye Sivan,for him.
Lorde,The Louvre
Yellowcard,Way Away
Juicy J,One of Those Nights
Logic,Killing Spree
Scorpions,Wind Of Change
Big Sean,My Last
The Weeknd,All I Know
Dierks Bentley,Feel That Fire
Russ,We Should All Burn Together
Gyptian,Hold You - Hold Yuh
Steely Dan,Dirty Work
My Chemical Romance,SING
Kane Brown,Hometown
Bas,My Nigga Just Made Bail
Pusha T,"Trouble on My Mind (feat. Tyler, The Creator)"
High School Musical Cast,A Night To Remember
Bea Miller,Young Blood
